920449161694269440,28471333,Wed Oct 18 00:39:15 +0000 2017,RT @flaviofachel: Amigo eleitor: verifique o que você pensa e veja como votou o senador do seu Estado. Anote num caderno. Lembre nas próxim…
920449173706760192,240021443,Wed Oct 18 00:39:18 +0000 2017,"VAN HALEN TRIBUTE TONIGHT @DREWseaMONSTER w/ B3 organ master JOE DORIA, genial guitar and vox by… https://t.co/NucJhhwKXP"
920449175992655872,44678011,Wed Oct 18 00:39:19 +0000 2017,"RT @rcp01: Por trás da ""linda"" Lei contra a Escravidão, se esconde uma armadilha perigosa plantada pela esquerda.
Jair Bolsona… "
920449200458010624,3070397903,Wed Oct 18 00:39:25 +0000 2017,"RT @Ciro2018: Doria será 'carta fora do baralho' até dezembro, diz Ciro Gomes https://t.co/2TrvY2zW4v"
920449201435238400,1556296981,Wed Oct 18 00:39:25 +0000 2017,@Estadao Bolsonaro 2018!
920449221244932097,314747105,Wed Oct 18 00:39:30 +0000 2017,"RT @fungirlre: this is doria. if one thing fails she wants to give up. don’t be like doria kids stay in school, stay positive and… "
920449235321057280,836385154318872576,Wed Oct 18 00:39:33 +0000 2017,RT @ribeiro_zo: Bolsonaro 2018
920449254300188673,62852633,Wed Oct 18 00:39:38 +0000 2017,"RT @Petkovic10e43: Lembrando sempre do 'mito"" RT ""Se eu não for candidato, quero ser vice de Aécio"", diz Jair Bolsonaro https://t.co/ZKxTvx…"
920449256258981888,3430185610,Wed Oct 18 00:39:38 +0000 2017,"RT @panicscar_: amigos usuarios de drogas recreativas 
que adoram uma zoeira
e apoiam Bolsonaro

o candidato de vcs não condiz com a vida q…"
920449264618233861,884921137934860288,Wed Oct 18 00:39:40 +0000 2017,RT @tarlouze: Nem completo nem nutritivo: especialistas rejeitam comida para pobres de Doria https://t.co/KtiQoUrwC2
920449280862810112,3409697331,Wed Oct 18 00:39:44 +0000 2017,"falei mal do bolsonaro, perdi seguidor lkkkkkkkkkkkkjk"
920449308469678081,387084191,Wed Oct 18 00:39:50 +0000 2017,RT @alexcuadros: .@jdoriajr would rather feed dog food to poor people than to tax the rich just a tiny bit https://t.co/2010Gmb44W
920449308633247746,3342095105,Wed Oct 18 00:39:50 +0000 2017,RT @lamimaniaco: @BlogOlhoNaMira @OlivettiFelipe Primeira Turma descumpriu a CF tanto no caso Aécio quanto na aceitação da denúncia… 
